,Id,App,Reviews,Rating,Current Version,Category,Type,Size,Price,Content Rating
289,338137227,"Walmart: Free 2-Day Shipping,* Easy Store Shopping",70286,3.0,17.8,Shopping,Free,139.7M,0.0$,Everyone
290,338761996,AirWatch Agent,1150,2.5,5.5,Business,Free,23.6M,0.0$,Everyone
291,338828953,Shop Savvy Barcode Scanner - Price Compare & Deals,54630,2.5,12.0,Shopping,Free,85.4M,0.0$,Everyone
292,339440515,Voice Changer Plus,98777,3.0,5.01,Entertainment,Free,38.8M,0.0$,Everyone
293,339462921,CatPaint,649,4.0,3.5.1,Photo & Video,Paid,69.9M,0.99$,Everyone
294,339532909,Redbox,60236,3.0,5.24,Entertainment,Free,80.0M,0.0$,Everyone 12+
295,340368403,クックパッド - No.1料理レシピ検索アプリ,115,3.5,17.5.1.0,Food & Drink,Free,73.1M,0.0$,Everyone
296,340769953,Trenches,26732,4.0,1.9.3,Games,Paid,35.6M,0.99$,Adults only
297,340779800,The Christmas List,2722,4.5,2.1,Shopping,Paid,24.9M,1.99$,Everyone
298,341036067,Macy's,11013,3.5,5.11.0,Shopping,Free,102.8M,0.0$,Everyone
299,341232718,Calorie Counter & Diet Tracker by MyFitnessPal,507706,4.5,7.16,Health & Fitness,Free,145.6M,0.0$,Everyone
300,341329033,BlaBlaCar - Trusted Carpooling,397,4.5,4.10.1,Travel,Free,106.8M,0.0$,Everyone
301,341691394,Refills Calendar - Scheduler - Note,196,4.0,4.0.1,Productivity,Paid,34.2M,9.99$,Everyone
302,341776037,5-0 Radio Pro Police Scanner (Extra Feeds),24553,4.0,39.1,News,Paid,47.3M,3.99$,Teen
303,342115564,Hipstamatic,12557,3.5,337,Photo & Video,Paid,108.8M,2.99$,Everyone
304,342138881,Sing Karaoke Songs Unlimited with StarMaker,26227,4.0,6.0.3,Music,Free,87.0M,0.0$,Teen
305,342548956,TurboScan™ Pro - document & receipt scanner: scan multiple pages and photos to PDF,28388,5.0,2.8.2,Business,Paid,8.4M,4.99$,Everyone
307,342602105,Positivity with Andrew Johnson,282,4.0,3.38,Health & Fitness,Paid,66.3M,2.99$,Everyone
308,342699962,Rat On A Scooter XL,19296,4.0,1.24.1,Games,Paid,7.4M,0.99$,Everyone
309,342792525,IMDb Movies & TV - Trailers and Showtimes,183425,4.5,7.11,Entertainment,Free,84.6M,0.0$,Everyone 12+
310,343200656,Angry Birds,824451,4.5,7.4.0,Games,Free,167.8M,0.0$,Everyone
311,343555245,DB Navigator,512,3.5,17.04.00,Travel,Free,80.9M,0.0$,Everyone
312,343638336,Video Calls with Santa,315,3.5,5.1,Lifestyle,Paid,26.7M,2.99$,Everyone
313,343889987,Voyages-sncf.com : book train and bus tickets,268,3.5,38.0,Travel,Free,125.4M,0.0$,Everyone
314,344065205,The Font Game,438,4.5,2.1,Games,Paid,5.2M,1.99$,Everyone
316,344176018,ImmobilienScout24: Real Estate Search in Germany,187,3.5,9.5,Navigation,Free,121.0M,0.0$,Everyone
317,344186162,Grand Theft Auto: Chinatown Wars,15142,4.0,4.4,Games,Paid,838.2M,4.99$,Adults only
318,344542975,Southwest Airlines,30552,3.0,4.5.1,Travel,Free,84.7M,0.0$,Everyone
319,345445479,The Sims 3 World Adventures,9744,3.5,1.2.21,Games,Paid,775.1M,2.99$,Everyone 12+
320,345542655,Star Chart,13482,4.5,3.98,Education,Free,27.3M,0.0$,Everyone
321,346184215,TaxCaster – Free tax refund calculator,17516,3.5,7.2,Finance,Free,6.8M,0.0$,Everyone
322,346453382,Glow Hockey 2 FREE,186653,3.5,2.2.9,Games,Free,32.5M,0.0$,Everyone
323,346513173,"Big Button Box - funny sounds, sound effects buttons, pro fx soundboard, fun games board, scary music, annoying fart noises, jokes, super cool dj effect, cat, dog & animal fx",10031,4.0,4.1,Entertainment,Paid,20.5M,0.99$,Everyone
324,346997126,TV SPIELFILM - TV Programm mit Live TV,81,3.0,5.2,Entertainment,Free,93.3M,0.0$,Everyone
325,347310316,All-in-1 Logic GameBox,9854,4.0,1.19,Games,Paid,21.3M,0.99$,Everyone
326,347393479,Roadside America,1093,4.0,1.9.0,Travel,Paid,9.8M,2.99$,Teen
327,347400507,Pocket Yoga,4475,4.5,5.3.2,Health & Fitness,Paid,126.3M,2.99$,Everyone
328,347411942,Sonic the Hedgehog 2,9405,4.0,3.1.10,Games,Paid,45.0M,2.99$,Everyone
330,347418999,Simply Being - Guided Meditation for Relaxation and Presence,2417,4.5,6.0,Health & Fitness,Paid,95.4M,1.99$,Everyone
331,347803339,CamCard - Business card scanner & reader,2923,4.5,7.9.5,Business,Paid,166.7M,0.99$,Everyone
332,348530331,This American Life,8657,3.5,3.0.8,Entertainment,Paid,13.1M,2.99$,Teen
333,348543978,Timetracks - Slit-Scan Camera,70,2.0,2.2.0,Photo & Video,Paid,10.8M,0.99$,Everyone
335,348684697,franceinfo - l'actualité & les élections en direct,162,4.0,5.2.0,News,Free,148.6M,0.0$,Adults only
337,349079731,DOUBUTSU URANAI®-Animal Fortune-,5,4.0,2.9.5,Lifestyle,Paid,36.9M,0.99$,Everyone
338,349276209,Doodle Army,12354,4.0,3.1.0,Games,Paid,17.1M,0.99$,Everyone 12+
339,349442137,Ameba,269,3.0,8.6.1,Social Networking,Free,92.2M,0.0$,Everyone 12+
340,350480010,eBook: War and Peace,0,0.0,7.1,Book,Paid,7.7M,3.99$,Teen
341,350642635,Plants vs. Zombies,426463,5.0,1.9.13,Games,Paid,100.5M,0.99$,Teen
342,350962117,Weibo,7265,3.5,7.5.2,Social Networking,Free,190.3M,0.0$,Adults only
343,351091731,大众点评-发现品质生活,844,4.0,9.2.4,Lifestyle,Free,233.2M,0.0$,Adults only
344,351184863,AlloCiné : Cinéma et Séries,101,4.0,7.1.0,Entertainment,Free,117.7M,0.0$,Everyone 12+
345,351331194,"Badoo - Meet New People, Chat, Socialize.",34428,4.5,5.8.0,Social Networking,Free,150.3M,0.0$,Adults only
346,351707231,Flick Kick Field Goal,36946,4.5,1.11.0,Games,Paid,72.1M,1.99$,Everyone
347,351727428,Venmo,21090,4.5,7.1.0,Finance,Free,65.0M,0.0$,Everyone
348,351939099,"Dungeons & Such Treasures,Collectibles and Dragons",653,4.5,3.4.2,Games,Paid,80.6M,2.99$,Everyone 12+
349,351986992,"StarMap 3D+: Night Sky, Astronomy, Star View Guide",1118,4.5,3.5.3,Education,Paid,95.7M,3.99$,Everyone
350,352000376,Shift Worker,348,4.0,1.5.4,Productivity,Paid,7.0M,1.99$,Everyone
351,352041837,"Spy Calc - Hide pictures, videos, documents",207,3.5,3.0.3,Utilities,Paid,23.9M,1.99$,Teen
352,352199775,Waterlogged - Daily Hydration Tracker,5000,4.5,2.5.11,Health & Fitness,Free,41.4M,0.0$,Everyone 12+
353,352247139,MyNetDiary PRO - Calorie Counter and Food Diary,15188,4.5,5.30,Health & Fitness,Paid,80.0M,3.99$,Everyone 12+
354,352509417,The Washington Post Classic,18572,4.5,3.8.2,News,Free,113.5M,0.0$,Everyone 12+
355,352670055,F-Sim Space Shuttle,6403,4.5,2.10,Games,Paid,72.9M,4.99$,Everyone
356,352683833,"Groupon - Deals, Coupons & Discount Shopping App",417779,4.5,17.7,Shopping,Free,121.5M,0.0$,Everyone 12+
357,353372460,Learn to Speak Spanish Fast With MosaLingua,9,5.0,9.2,Education,Paid,46.6M,4.99$,Everyone 12+
358,353573707,"Coaster VR, Extreme Endless 3D Stereograph",107,2.5,1.1.5,Entertainment,Paid,29.5M,0.99$,Everyone
359,353603279,Parents Calling Easter Bunny,72,2.0,1.0,Lifestyle,Paid,7.7M,1.99$,Everyone
360,353642901,Sporcle,2044,3.5,5.4,Games,Paid,15.0M,2.99$,Teen
361,353665650,"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",16683,3.5,5.5,Sports,Free,78.1M,0.0$,Everyone
362,354051766,DOOM II RPG,1455,3.0,1.0,Games,Paid,46.4M,0.99$,Everyone 12+
364,354655665,STREET FIGHTER IV,15056,4.0,1.00.12,Games,Paid,554.4M,4.99$,Adults only
365,354850853,Dr. Seuss Camera - The Cat in the Hat Edition,249,4.5,1.5.5,Photo & Video,Paid,9.4M,0.99$,Everyone
366,354972939,FINAL FANTASY,6091,4.0,1.1.2,Games,Paid,109.5M,7.99$,Teen
367,354974729,FINAL FANTASY II,2754,4.0,1.1.1,Games,Paid,190.2M,7.99$,Teen
369,355524910,Worms 2: Armageddon,9870,4.5,1.25,Games,Paid,505.2M,4.99$,Everyone 12+
370,355554941,SoundHound Song Search & Music Player,82602,4.0,7.6,Music,Free,67.2M,0.0$,Teen
371,355709084,Jourist Weltübersetzer,0,0.0,2.8,Travel,Paid,140.3M,7.99$,Everyone
372,355940964,TeachMe: 1st Grade,762,4.0,4.0.2,Education,Paid,86.1M,1.99$,Everyone
373,356618664,TeachMe: 3rd Grade,160,4.0,2.0.2,Education,Paid,166.2M,1.99$,Everyone
374,356968629,ヤフオク! 利用者数NO.1のオークション、フリマアプリ,9,3.0,6.14.0,Shopping,Free,178.4M,0.0$,Adults only
375,357218860,Kik,260965,4.0,11.21.0,Social Networking,Free,144.8M,0.0$,Everyone 12+
376,357404131,Slow Shutter Cam,2305,4.0,4.0,Photo & Video,Paid,4.3M,1.99$,Everyone
377,357421934,PeakFinder Earth,137,4.0,3.0.7,Travel,Paid,33.8M,4.99$,Everyone
379,357467791,AgingBooth,11999,4.0,3.9.5,Entertainment,Free,30.4M,0.0$,Everyone
380,357577420,"iWatermark - Watermark 1 or Batch of Photos. Watermarking with Text, Logo, & Graphics Overlays.",1995,4.5,6.5,Photo & Video,Paid,20.8M,1.99$,Everyone 12+
381,357828853,Tabs & Chords by Ultimate Guitar - learn and play,35045,4.5,3.1.2,Music,Paid,98.3M,2.99$,Everyone
382,358055270,"Dude, your car!",343,4.0,2.5,Entertainment,Paid,38.7M,0.99$,Everyone
383,358207332,Drawing Pad,1824,4.0,2.5.1,Entertainment,Paid,210.2M,1.99$,Everyone
385,359891723,ESPN Tournament Challenge,39642,4.0,5.5.3,Sports,Free,65.9M,0.0$,Everyone
386,359917414,Solitaire,679055,4.5,4.11.2,Games,Free,97.2M,0.0$,Everyone
388,360593530,Notability,17594,4.0,6.5.2,Productivity,Paid,116.6M,9.99$,Everyone
390,361231506,Rubik's® Cube,3531,4.0,2.5,Games,Paid,144.9M,1.99$,Everyone
391,362179828,Super Why! Power to Read,1080,3.5,4.0,Education,Paid,131.7M,3.99$,Everyone
392,362348516,Amex Mobile,11421,4.0,5.21.1,Finance,Free,101.1M,0.0$,Everyone
393,362949845,Fruit Ninja Classic,698516,4.5,2.3.9,Games,Paid,99.7M,1.99$,Everyone
395,363201632,Animation Creator HD,4497,4.0,1.14.3,Entertainment,Paid,30.6M,3.99$,Everyone 12+
396,363282253,Plants vs. Zombies HD,163598,5.0,1.9.12,Games,Paid,215.4M,0.99$,Teen
397,363306776,SCRABBLE Premium for iPad,39678,3.5,5.19.0,Games,Paid,219.3M,9.99$,Everyone
398,363317633,Graphic - illustration and design,1809,4.5,3.2.5,Productivity,Paid,31.1M,8.99$,Everyone
399,363360636,Ship Finder,624,3.5,9.0.1,Navigation,Paid,21.9M,4.99$,Everyone
400,363448251,Photogene ⁴,3761,4.5,4.3,Photo & Video,Paid,33.8M,2.99$,Everyone
401,363451838,Hurricane HD,353,4.0,3.0,Weather,Paid,30.6M,3.99$,Everyone 12+
402,363486802,Star Walk HD - Night Sky Map,6503,4.5,7.2.3,Education,Paid,143.3M,4.99$,Everyone
403,363486833,Space War HD,71,3.0,5.3,Games,Paid,28.9M,0.99$,Everyone
404,363590051,Netflix,308844,3.5,9.21.3,Entertainment,Free,119.2M,0.0$,Everyone
405,363738376,forScore,3909,4.5,10.2.5,Music,Paid,34.1M,9.99$,Everyone
406,363992049,ComicGlass [ComicReader],308,4.5,9.11,Utilities,Paid,30.5M,2.99$,Everyone 12+
407,363998953,iAnnotate PDF,11156,4.5,3.2.6,Productivity,Paid,42.1M,9.99$,Everyone
408,364017607,ArtStudio for iPad - Draw Sketch and Paint,8542,4.5,5.98,Photo & Video,Paid,32.7M,4.99$,Everyone
409,364159440,Call of Duty: Zombies HD,5853,3.5,1.3.3,Games,Paid,34.0M,4.99$,Adults only
410,364165557,Small World 2,1506,4.0,2.5.1,Games,Paid,223.3M,1.99$,Teen
411,364183992,Qzone,1649,3.5,7.2.8,Social Networking,Free,127.7M,0.0$,Everyone
412,364191819,ABC – Watch Live TV & Stream Full Episodes,78890,3.0,5.0.14,Entertainment,Free,81.8M,0.0$,Everyone 12+
413,364204209,Fieldrunners for iPad,2147,4.0,1.3.177598,Games,Paid,209.5M,3.99$,Teen
414,364234221,Angry Birds HD,89110,4.5,7.4.0,Games,Free,168.0M,0.0$,Everyone
415,364252504,"The Weather Channel App for iPad – best local forecast, radar map, and storm tracking",208648,4.0,4.5.1,Weather,Free,56.4M,0.0$,Everyone
416,364267763,Do Not Press The Red Button HD,856,2.5,1.2,Entertainment,Paid,10.4M,1.99$,Everyone 12+
417,364500115,"Digits, the calculator for humans",7825,4.5,2.2.1,Productivity,Paid,4.0M,3.99$,Everyone
418,364502063,"PDF Reader Pro Edition - Annotate,edit & sign PDFs",7033,4.0,8.3,Business,Paid,60.1M,9.99$,Everyone
422,364733950,National Geographic World Atlas,4255,4.0,4.1.1,Reference,Paid,63.1M,1.99$,Everyone
423,364738545,FileBrowser - Access files on remote computers,3230,4.5,9.7,Utilities,Paid,64.9M,5.99$,Everyone
424,364740856,Dictionary.com Dictionary & Thesaurus for iPad,54175,4.5,4.0,Reference,Free,158.1M,0.0$,Everyone
425,364762290,Animation & Drawing by Do Ink,308,4.0,4.5,Education,Paid,32.3M,4.99$,Everyone
426,364899325,AirCoaster - Roller Coaster Builder,2602,3.0,2.0,Games,Paid,21.7M,0.99$,Teen
427,364901807,"Documents 6 - File manager, PDF reader and browser",29110,4.5,6.0,Productivity,Free,102.3M,0.0$,Adults only
428,364904019,The World Factbook for iPad,273,3.5,1.2.3,Reference,Paid,69.8M,1.99$,Everyone
429,365152940,Photo Transfer App - Easy backup of photos+videos,15654,4.5,6.2.1,Photo & Video,Free,43.1M,0.0$,Everyone
431,365235835,TwitCasting Viewer - Watch Live Video & Radio,189,2.5,4.169,Entertainment,Free,15.5M,0.0$,Everyone 12+
432,365724094,Ski Tracks,829,4.5,1.6.5,Navigation,Paid,23.7M,0.99$,Everyone
433,366195670,The Photographer's Ephemeris,663,5.0,3.14.1,Photo & Video,Paid,55.8M,8.99$,Everyone
434,366247306,▻Sudoku,359832,4.5,5.4,Games,Free,67.7M,0.0$,Everyone
436,366562751,"StubHub - Tickets to Sports, Concerts and Theatre",9011,3.5,6.5.2,Entertainment,Free,107.4M,0.0$,Everyone
437,366626332,"Runtastic PRO Running, Jogging and Fitness Tracker",17667,4.5,7.3,Health & Fitness,Paid,142.6M,4.99$,Everyone
438,366869252,OverDrive – Library eBooks and Audiobooks,65450,4.0,3.6.4,Book,Free,38.0M,0.0$,Everyone
440,367003839,Hotels & Vacation Rentals by Booking.com,31261,4.5,14.4,Travel,Free,100.7M,0.0$,Everyone
441,367242040,The Impossible Game,9885,4.0,1.6.1,Games,Paid,13.5M,0.99$,Everyone
442,367287593,PrankDial - #1 Prank Call App,11091,3.0,4.1.11,Entertainment,Free,107.3M,0.0$,Everyone
443,367623543,Fox News,132703,4.0,2.6,News,Free,61.7M,0.0$,Everyone
444,367706767,Live Cams - HD,286,2.5,2.0.100,Travel,Paid,35.4M,4.99$,Everyone
446,368494609,QR Reader for iPhone,12683,4.0,5.9.2,Utilities,Free,52.2M,0.0$,Everyone 12+
448,368677368,Uber,49466,3.0,3.247.2,Travel,Free,270.7M,0.0$,Everyone
450,368948250,WEB.DE Mail,168,4.0,6.2,Productivity,Free,97.2M,0.0$,Everyone
451,369111608,iBunkoHD,114,4.0,3.4.4,Book,Paid,38.6M,6.99$,Adults only
452,369266386,Hurricane Tracker For iPad,2798,4.5,4.2,Weather,Paid,10.1M,2.99$,Everyone
453,369692259,"6play, TV en direct et en replay",62,3.5,4.3.7,Entertainment,Free,90.2M,0.0$,Everyone
455,369820957,AudioNote - Notepad and Voice Recorder,1756,4.0,6.3,Business,Paid,31.7M,9.99$,Everyone
456,369838631,Breathing Zone: Guided Breathing for Mindfulness,511,4.5,3.1,Health & Fitness,Paid,35.4M,3.99$,Everyone
457,369849199,My Virtual Girlfriend - Deluxe Dating Sim,2609,3.5,3.62,Games,Paid,137.5M,0.99$,Adults only
458,369970819,Fake-A-Location Free ™,354,1.5,1.01,Social Networking,Free,7.3M,0.0$,Everyone
459,370139302,QQ 浏览器-搜新闻、选小说漫画、看视频,1750,3.5,7.4.1,Utilities,Free,114.3M,0.0$,Adults only
460,370144476,Math Ninja HD,1121,4.5,1.7,Games,Paid,24.0M,1.99$,Teen
462,370406465,Résultats Foot en Direct,339,4.5,4.0.1,Sports,Free,62.1M,0.0$,Everyone
464,370697773,Chase Mobile,34322,4.5,3.620,Finance,Free,33.3M,0.0$,Everyone
465,370899391,Captio - Email yourself with 1 tap,162,4.5,2.8.1,Productivity,Paid,18.2M,1.99$,Everyone
466,370901726,My Vodafone,8,3.0,6.5,Utilities,Free,79.7M,0.0$,Everyone
467,371338715,Math Bingo,4386,4.5,1.7,Education,Paid,13.9M,2.99$,Everyone
469,372283316,▻Sudoku +,5397,5.0,5.4,Games,Paid,58.7M,4.99$,Everyone
470,372513032,"Tango - Free Video Call, Voice and Chat",75412,4.5,4.1.219400,Social Networking,Free,128.6M,0.0$,Adults only
471,372648912,MeetMe - Chat and Meet New People,97072,4.0,12.1.1.0,Social Networking,Free,127.8M,0.0$,Adults only
472,373185673,WebMD for iPad,9142,3.5,3.5,Health & Fitness,Free,16.8M,0.0$,Everyone 12+
473,373203236,GeoBee Challenge HD by National Geographic,1957,4.5,2.2,Games,Paid,34.3M,1.99$,Everyone
474,373236724,"OPlayer HD - video player, classic media streaming",2944,4.0,3.3,Entertainment,Paid,121.1M,4.99$,Adults only
475,373311252,TouchRetouch,588,4.0,4.0.1,Photo & Video,Paid,26.7M,1.99$,Everyone
476,373342398,Cat Physics,40552,4.5,1.26.1,Games,Paid,14.1M,1.99$,Everyone
477,373454750,随手记（专业版）-好用的记账理财工具,1267,4.5,10.6.3,Finance,Paid,80.0M,0.99$,Everyone
478,373493387,AnkiMobile Flashcards,753,4.0,2.0.30,Education,Paid,18.5M,24.99$,Everyone
479,373515261,WeatherPro for iPad,725,4.0,4.4.2,Weather,Paid,56.7M,2.99$,Everyone
480,373563219,Real英会話,45,4.5,5.1,Education,Paid,76.5M,3.99$,Everyone 12+
481,373714084,BATTLE BEARS -1,14910,4.0,1.5.7,Games,Paid,216.9M,0.99$,Everyone 12+
482,373849969,Crash Bandicoot Nitro Kart 2,3064,3.5,1.0.5,Games,Paid,71.8M,2.99$,Teen
483,373903654,WIRED Magazine,12074,2.5,4.6.7,News,Free,22.8M,0.0$,Adults only
485,374151636,Popplet,336,4.0,2.3,Productivity,Paid,4.7M,4.99$,Everyone
486,374211477,Notes Plus,6257,4.0,5.0,Productivity,Paid,104.5M,9.99$,Everyone
488,374308914,Color Splash for iPad,2445,4.5,3.6.1,Photo & Video,Paid,17.9M,1.99$,Everyone
489,374791544,Robot Unicorn Attack,22150,4.0,3.4,Games,Paid,49.7M,0.99$,Teen
490,375239755,SimSimi,23530,4.0,6.8.9,Social Networking,Free,29.9M,0.0$,Adults only
491,375295479,Carcassonne,10846,4.5,4.28,Games,Paid,342.6M,9.99$,Everyone
492,375380948,Apple Store,55171,3.5,4.2,Shopping,Free,67.5M,0.0$,Everyone
493,376183339,TED,5782,3.5,3.0.4,Education,Free,80.2M,0.0$,Everyone 12+
494,376197239,Météo-France,24,3.5,5.7.1150,Weather,Free,118.3M,0.0$,Everyone
495,376202925,Ma Banque,17,3.5,11.0.1,Finance,Free,131.5M,0.0$,Everyone
496,376374689,Doodle God™,35759,4.5,3.0.19,Games,Paid,116.1M,1.99$,Everyone 12+
497,376412660,Carnivores: Dinosaur Hunter Pro,18306,4.0,1.7.0,Games,Paid,290.5M,2.99$,Everyone 12+
498,376413870,Blackboard Mobile Learn™,13567,2.0,4.1.2,Education,Free,48.8M,0.0$,Everyone
499,376436174,"SEC Football Schedules, Scores & Radio",240,3.0,5.2.135,Sports,Paid,57.6M,1.99$,Everyone
500,376510438,Hulu: Watch TV Shows & Stream the Latest Movies,56170,2.0,4.10.1,Entertainment,Free,95.0M,0.0$,Everyone 12+
501,376561911,かなもじ,19,4.5,1.9.3,Education,Paid,58.4M,3.99$,Everyone
503,377321278,恵方コンパス.,0,0.0,2.1.0,Navigation,Free,39.3M,0.0$,Everyone
504,377342622,360 Panorama,10463,4.5,4.4.3,Photo & Video,Paid,7.6M,1.99$,Everyone
507,377677727,"Mega Millions & Powerball - lottery games in the US with winning number results, lotto jackpots and prize payouts",1255,4.5,3.2,Lifestyle,Free,7.5M,0.0$,Everyone 12+
508,377704407,Cake Doodle,5803,4.0,1.21,Games,Paid,94.9M,0.99$,Everyone
509,377831429,The Impossible Quiz! for iPad,227,4.0,1.0,Games,Paid,16.1M,1.99$,Teen
510,377908737,Boating USA,342,3.5,10.4.3,Navigation,Paid,106.0M,9.99$,Everyone
511,377989827,Diptic,7578,4.5,10,Photo & Video,Paid,35.0M,2.99$,Everyone
512,378326916,Family Feud™ HD,1156,3.5,1.0.1,Games,Paid,75.6M,6.99$,Everyone
513,378352300,Edmodo,7197,3.5,5.9.2,Education,Free,122.0M,0.0$,Everyone
515,378781805,Auto Palmistry Premium,5,3.0,4.0.3,Entertainment,Paid,42.3M,2.99$,Everyone
516,378782714,Drift Mania Championship,3432,3.0,1.80,Games,Paid,1123.9M,0.99$,Everyone
517,379256460,「宅建士」過去問題《受験用》,0,0.0,5.1,Education,Paid,23.3M,3.99$,Everyone
518,379323382,Osmos for iPad,24306,4.5,2.4.1,Games,Paid,39.8M,4.99$,Everyone
519,379395415,携程旅行-酒店、机票、火车票预订助手,312,3.5,7.4.1,Travel,Free,137.8M,0.0$,Adults only
520,379693831,"Audible – audio books, original series & podcasts",105274,4.5,2.23,Book,Free,77.8M,0.0$,Everyone
521,379869627,Living Earth - Clock & Weather,25475,4.5,3.82,Utilities,Paid,161.2M,2.99$,Everyone
522,379937581,Sushi Cat,8718,4.0,2.1.0,Games,Paid,59.5M,0.99$,Everyone
523,379983299,Talking Tom Cat for iPad,29492,3.5,3.3,Entertainment,Free,71.9M,0.0$,Everyone
524,380090605,Let's create! Pottery HD,12787,4.5,1.71,Entertainment,Paid,167.0M,4.99$,Everyone
525,380641055,Files HD Pro - File Manager & Web Browser,2237,4.0,6.1.1,Utilities,Paid,26.8M,4.99$,Adults only
526,380834987,Army Fitness APFT Calculator,108,4.0,2.4,Utilities,Paid,15.0M,0.99$,Everyone
527,380908399,Ringtones for iPhone & Ringtone Maker,25403,4.5,8.9.6,Music,Free,104.2M,0.0$,Everyone 12+
528,380932800,Zoopla Property Search -UK Homes for Sale and Rent,210,3.5,3.3.4,Lifestyle,Free,56.7M,0.0$,Everyone
529,380974668,Vestiaire Collective - Pre-Owned Luxury Fashion,169,4.0,4.2.7,Shopping,Free,132.3M,0.0$,Everyone
530,381059732,Week Calendar,7447,4.5,10.2.1,Productivity,Paid,78.1M,1.99$,Everyone
531,381342267,Stack the States®,12833,4.5,2.7,Education,Paid,126.2M,2.99$,Everyone
532,381471023,Flashlight Ⓞ,130450,5.0,2.1.2,Utilities,Free,40.1M,0.0$,Everyone
533,381477230,ゲーム発展国＋＋,6,4.0,2.09,Games,Paid,182.5M,4.99$,Everyone
535,381722077,Celebtwin: Celebrity Looks Like Lite,1111,1.5,6.1,Lifestyle,Free,78.0M,0.0$,Everyone
536,382002079,Onefootball - Soccer Scores & Live News,3194,4.5,10.12,Sports,Free,108.5M,0.0$,Everyone 12+
537,382013715,SuperCam_Pro,1399,2.5,4.3,Business,Paid,26.5M,1.99$,Everyone
538,382045106,カロリー管理（痩せるアプリ）,10,4.5,5.4,Health & Fitness,Paid,42.3M,3.99$,Adults only
540,382201985,手机百度 - 百度一下你就得到,1990,4.5,8.6.5,Utilities,Free,215.9M,0.0$,Adults only
541,382497397,Sam's Club: Wholesale Shopping & Bulk Buy Deals,8149,4.0,17.4,Shopping,Free,107.9M,0.0$,Everyone
542,382509315,Splashtop Personal - Remote Desktop,29376,4.5,2.7.4.1,Business,Paid,53.4M,4.99$,Everyone
543,382596778,eBay Kleinanzeigen - Free. Easy. Local.,74,4.5,7.5.2,Shopping,Free,60.1M,0.0$,Everyone
544,382617920,Viber Messenger – Text & Call,164249,4.5,6.9.0,Social Networking,Free,123.7M,0.0$,Everyone
546,382991304,Osmos,14605,4.5,2.4.1,Games,Paid,32.4M,2.99$,Everyone
547,383298204,shopkick - Shopping Rewards & Discounts,130823,4.5,5.1.4,Shopping,Free,71.4M,0.0$,Everyone
548,383718755,Decide Now!,486,4.5,2.0.1,Entertainment,Paid,3.3M,0.99$,Everyone
549,383819300,"Ringtone Designer Pro - Create Unlimited Ringtones, Text Tones, Email Alerts, and More!",8946,4.5,1.9,Music,Paid,3.3M,0.99$,Everyone
551,384282298,The Secret of Grisly Manor,1993,4.0,1.9.4,Games,Paid,49.4M,0.99$,Everyone
552,384830320,"Find My Family, Friends & iPhone - Life360 Locator",43877,4.5,13.7.1,Social Networking,Free,147.3M,0.0$,Everyone
553,385145330,Pocketbooth - the photo booth in your pocket,2377,4.5,3.5,Photo & Video,Paid,69.2M,0.99$,Everyone
554,385285922,"乐视视频-白鹿原,欢乐颂,奔跑吧全网热播",1590,4.5,7.1,Entertainment,Free,176.1M,0.0$,Adults only
555,385533456,The Incident,2070,4.0,1.7,Games,Paid,18.6M,0.99$,Everyone
556,385724144,ホットペッパービューティー/サロン予約,9,4.0,4.14.1,Lifestyle,Free,62.8M,0.0$,Everyone
557,385756768,Dictionary.com Dictionary & Thesaurus Premium,11530,4.5,7.1.3,Reference,Paid,103.8M,3.99$,Everyone
558,385919493,Autohome-Find new＆Used Cars For Sale,194,4.0,8.0.6,Lifestyle,Free,85.1M,0.0$,Adults only
